Player,Season,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,VORP
Jason Hart,2007,74,22,846,6.2,13.9,0.4,1.8,5.8,12.1,2.6,2.9,0.9,5.2,6.1,6.4,2.7,0.1,2.4,5.2,15.5,0.7744018
Jason Hart,2008,59,0,606,4.9,15.3,0.9,2.6,4.0,12.7,3.2,3.8,0.4,4.2,4.7,7.3,2.5,0.3,2.4,6.4,14.0,0.7744018
Jason Hart,2009,69,2,348,4.5,14.0,0.0,0.9,4.5,13.2,2.7,3.4,1.9,4.9,6.9,7.2,1.8,0.6,3.3,5.8,11.7,0.7744018
Jason Kapono,2004,40,3,427,6.4,16.0,2.6,5.4,3.8,10.5,2.5,3.0,2.4,4.5,6.8,1.7,1.6,0.2,2.6,5.1,17.9,0.7744018
Jason Kapono,2005,47,14,1491,9.4,23.4,2.8,6.8,6.6,16.6,2.4,3.0,1.1,4.6,5.7,2.1,1.4,0.2,1.6,4.6,24.0,0.7744018
Jason Kapono,2006,71,2,665,6.2,14.0,1.7,4.2,4.6,9.8,2.2,2.6,0.9,4.7,5.6,2.9,0.6,0.2,1.6,7.0,16.3,0.7744018
Jason Kapono,2007,59,35,1767,8.4,17.0,3.3,6.3,5.1,10.7,2.0,2.2,0.8,4.7,5.4,2.4,1.1,0.1,2.1,4.1,22.0,0.7744018
Jason Kapono,2008,71,7,1530,8.4,17.3,2.0,4.1,6.5,13.2,1.3,1.5,1.1,3.1,4.2,2.3,1.2,0.1,2.0,4.6,20.2,0.7744018
Jason Kapono,2009,81,12,1831,7.4,17.2,2.8,6.5,4.6,10.7,1.0,1.2,0.7,3.9,4.6,3.0,0.6,0.1,2.0,4.1,18.6,0.7744018
Jason Kapono,2010,81,12,976,6.8,16.2,3.4,9.2,3.4,7.0,0.5,0.8,0.8,2.8,3.5,2.1,1.1,0.3,1.8,4.3,17.4,0.7744018
Jason Kidd*,1998,61,82,3118,6.0,14.5,1.2,3.9,4.8,10.5,2.8,3.5,1.8,6.8,8.6,12.5,2.7,0.4,4.4,2.4,16.1,0.7744018
Jason Kidd*,1999,75,50,2060,8.0,18.1,1.2,3.2,6.9,14.9,4.7,6.2,2.3,6.5,8.8,14.0,3.0,0.5,3.9,2.8,21.9,0.7744018
Jason Kidd*,2000,62,67,2616,6.8,16.7,1.1,3.2,5.7,13.4,4.0,4.8,1.9,7.6,9.4,13.2,2.6,0.5,4.4,2.9,18.7,0.7744018
Jason Kidd*,2001,74,76,3065,7.6,18.4,1.2,3.9,6.4,14.5,5.5,6.8,1.5,6.8,8.3,12.7,2.8,0.4,4.8,2.9,21.8,0.7744018
Jason Kidd*,2002,79,82,3056,7.6,19.5,2.0,6.2,5.6,13.2,3.4,4.2,2.2,8.0,10.2,13.8,3.0,0.3,4.9,2.3,20.7,0.7744018
Jason Kidd*,2003,82,80,2989,9.0,21.8,2.2,6.5,6.8,15.3,5.9,7.1,1.9,6.9,8.8,12.5,3.1,0.4,5.2,2.2,26.2,0.7744018
Jason Kidd*,2004,81,66,2450,8.1,21.0,2.1,6.4,6.0,14.6,4.5,5.5,1.9,7.5,9.4,13.5,2.7,0.3,4.7,2.4,22.7,0.7744018
Jason Kidd*,2005,74,65,2435,7.5,18.9,2.9,7.9,4.7,11.0,3.1,4.2,2.1,8.7,10.8,12.1,2.7,0.2,3.7,2.4,21.0,0.7744018
Jason Kidd*,2006,70,80,2975,6.6,16.3,2.5,7.1,4.1,9.2,3.5,4.4,1.5,8.9,10.4,12.1,2.7,0.5,3.4,2.8,19.1,0.7744018
Jason Kidd*,2007,74,80,2933,6.6,16.3,2.2,6.5,4.4,9.8,3.2,4.1,2.4,9.3,11.7,13.2,2.3,0.4,3.8,2.6,18.6,0.7744018
Jason Kidd*,2008,70,80,2906,5.5,14.4,2.2,5.7,3.4,8.7,2.4,3.0,1.7,9.2,10.9,14.6,2.5,0.5,4.8,3.0,15.7,0.7744018
Jason Kidd*,2009,67,81,2886,4.7,11.2,2.4,5.9,2.3,5.4,1.6,1.9,1.5,7.5,9.1,12.8,2.9,0.7,3.4,3.1,13.3,0.7744018
Jason Kidd*,2010,64,80,2881,5.1,12.1,3.2,7.5,1.9,4.6,1.4,1.8,0.9,7.2,8.0,13.0,2.6,0.6,3.5,2.6,14.8,0.7744018
Jason Kidd*,2011,60,80,2653,4.3,11.8,2.6,7.7,1.6,4.1,1.3,1.5,0.7,6.3,7.0,13.0,2.7,0.6,3.5,2.4,12.5,0.7744018
Jason Kidd*,2012,57,48,1379,3.8,10.4,3.0,8.5,0.8,1.9,0.8,1.1,0.6,7.0,7.5,10.1,3.1,0.4,3.5,3.2,11.4,0.7744018
Jason Kidd*,2013,37,48,2043,4.0,10.7,3.0,8.5,1.0,2.2,1.0,1.3,1.3,7.1,8.5,6.5,3.3,0.7,2.0,3.3,12.0,0.7744018
Jason Maxiell,2007,54,8,943,7.6,15.3,0.0,0.0,7.6,15.3,4.2,8.0,5.1,5.7,10.8,0.8,1.7,3.5,3.1,6.4,19.5,0.7744018
Jason Maxiell,2008,64,7,1768,7.5,13.9,0.0,0.0,7.5,13.8,5.3,8.4,5.5,8.0,13.5,1.4,0.7,2.9,2.2,5.7,20.2,0.7744018
Jason Maxiell,2009,75,4,1408,7.2,12.6,0.0,0.0,7.2,12.5,3.3,6.2,6.6,6.1,12.7,0.9,1.0,2.5,1.8,6.2,17.8,0.7744018
Jason Maxiell,2010,76,29,1550,7.4,14.5,0.0,0.0,7.4,14.5,3.1,5.4,5.6,8.4,14.0,1.4,1.3,1.3,2.4,6.1,17.9,0.7744018
Jason Maxiell,2011,79,14,930,5.4,10.9,0.0,0.0,5.4,10.9,3.0,5.7,3.8,6.2,10.0,1.0,1.4,1.2,2.5,5.3,13.7,0.7744018
Jason Maxiell,2012,69,42,1466,6.7,14.1,0.0,0.1,6.7,14.0,2.1,3.9,4.6,7.6,12.2,1.5,1.2,1.8,2.6,5.5,15.6,0.7744018
Jason Maxiell,2013,73,71,1789,6.0,13.5,0.0,0.0,6.0,13.5,2.7,4.3,4.0,8.1,12.1,1.6,0.9,2.8,2.4,5.1,14.7,0.7744018
Jason Maxiell,2014,77,13,488,4.9,11.0,0.0,0.0,4.9,11.0,1.6,3.3,2.9,6.1,9.0,0.9,0.8,2.1,1.5,4.9,11.4,0.7744018
Jason Maxiell,2015,58,0,878,4.8,11.3,0.0,0.0,4.8,11.3,2.4,4.2,5.1,6.9,11.9,1.1,1.1,2.6,1.7,5.6,11.9,0.7744018
Jason Richardson,2002,27,75,2629,9.0,21.1,1.6,4.8,7.4,16.3,2.7,4.1,2.4,4.2,6.6,4.6,2.0,0.6,3.1,3.8,22.2,0.7744018
Jason Richardson,2003,60,82,2698,9.0,21.9,2.3,6.3,6.7,15.6,3.9,5.1,2.1,5.0,7.1,4.7,1.7,0.4,3.4,3.8,24.2,0.7744018
Jason Richardson,2004,68,78,2936,10.3,23.4,1.4,5.0,8.8,18.4,4.7,6.9,2.3,7.3,9.5,4.1,1.6,0.7,3.6,3.3,26.6,0.7744018
Jason Richardson,2005,69,72,2724,11.5,25.8,2.4,7.0,9.2,18.9,4.0,5.8,2.4,5.6,8.0,5.3,2.0,0.6,3.2,2.9,29.5,0.7744018
Jason Richardson,2006,70,75,2877,11.5,25.7,3.3,8.5,8.2,17.2,4.9,7.3,1.9,6.0,7.8,4.1,1.7,0.7,3.0,3.7,31.1,0.7744018
Jason Richardson,2007,75,49,1675,8.8,21.2,3.2,8.7,5.7,12.5,2.7,4.0,2.1,5.4,7.5,5.0,1.6,0.9,2.4,3.7,23.5,0.7744018
Jason Richardson,2008,66,82,3149,10.8,24.4,4.0,9.9,6.7,14.4,4.1,5.5,1.3,6.0,7.3,4.3,1.9,0.9,2.8,4.0,29.7,0.7744018
Jason Richardson,2009,82,71,2410,9.8,20.5,2.7,6.9,7.1,13.7,3.2,4.2,1.6,5.1,6.7,3.1,1.6,0.6,2.0,3.1,25.6,0.7744018
Jason Richardson,2010,77,76,2485,9.6,20.2,3.2,8.1,6.4,12.1,2.8,3.7,1.6,6.5,8.2,2.9,1.3,0.7,1.9,3.4,25.1,0.7744018
Jason Richardson,2011,80,80,2715,9.1,20.3,3.6,9.2,5.4,11.1,2.2,3.1,1.3,5.1,6.3,2.8,1.8,0.2,1.8,3.1,24.0,0.7744018
Jason Richardson,2012,81,54,1591,8.2,20.2,3.5,9.4,4.8,10.8,1.4,2.3,1.2,5.4,6.6,3.6,1.8,0.7,2.0,3.1,21.3,0.7744018
Jason Richardson,2013,64,33,936,7.6,18.9,3.2,9.4,4.4,9.5,1.1,1.9,1.1,6.1,7.2,2.9,2.3,0.8,1.5,3.2,19.6,0.7744018
Jason Smith,2008,27,1,1107,6.8,14.9,0.2,0.7,6.6,14.2,2.6,3.9,3.7,7.3,11.0,1.0,1.1,2.4,2.3,6.8,16.3,0.7744018
Jason Smith,2010,54,2,658,6.0,13.9,0.8,2.3,5.2,11.6,2.3,3.3,4.3,6.5,10.8,2.6,1.7,2.2,2.8,8.8,15.1,0.7744018
Jason Smith,2011,58,6,1102,6.7,15.1,0.0,0.1,6.7,15.0,2.9,3.4,4.4,7.5,11.8,1.8,1.3,1.6,2.6,7.4,16.3,0.7744018
Jason Smith,2012,72,29,947,10.4,20.0,0.1,0.5,10.3,19.5,1.9,2.7,4.1,7.1,11.2,2.0,1.2,2.4,2.3,5.9,22.7,0.7744018
Jason Smith,2013,57,0,876,10.3,21.1,0.0,0.2,10.3,20.9,5.3,6.3,4.0,7.6,11.5,2.1,0.9,2.8,3.4,7.6,26.0,0.7744018
Jason Smith,2014,66,27,830,8.2,17.7,0.0,0.0,8.2,17.7,2.4,3.1,3.2,8.2,11.4,1.8,0.7,1.8,1.8,6.3,18.9,0.7744018
Jason Smith,2015,56,31,1785,7.6,17.5,0.4,1.2,7.1,16.2,3.7,4.5,2.9,6.7,9.6,4.1,0.9,1.3,3.1,6.0,19.3,0.7744018
Jason Smith,2016,82,2,1181,10.3,21.3,0.2,0.7,10.2,20.6,2.3,2.8,2.2,7.0,9.3,2.6,1.4,2.8,2.4,6.9,23.1,0.7744018
Jason Smith,2017,79,3,1068,8.0,15.2,1.7,3.6,6.3,11.6,1.6,2.4,3.0,9.0,11.9,1.7,1.0,2.5,2.7,7.8,19.4,0.7744018
Jason Smith,2018,78,2,285,7.8,20.0,0.7,5.6,7.1,14.5,3.3,3.7,3.1,6.1,9.2,2.4,0.5,2.3,2.8,7.7,19.7,0.7744018
Jason Terry,2000,40,27,1888,6.9,16.6,1.3,4.4,5.6,12.3,3.1,3.9,0.7,3.9,4.6,9.6,2.5,0.3,4.3,3.7,18.2,0.7744018
Jason Terry,2001,67,77,3089,10.1,23.1,2.1,5.3,8.0,17.8,5.1,6.1,0.7,3.8,4.5,6.8,1.8,0.2,4.0,3.4,27.4,0.7744018
Jason Terry,2002,71,78,2967,9.2,21.5,3.0,7.8,6.2,13.6,5.0,6.0,0.7,4.0,4.8,7.8,2.5,0.2,3.2,2.7,26.5,0.7744018
Jason Terry,2003,73,81,3081,8.4,19.5,2.7,7.4,5.6,12.2,4.4,5.0,0.6,4.1,4.8,10.3,2.2,0.2,4.3,3.0,23.9,0.7744018
Jason Terry,2004,78,78,3018,8.7,20.9,2.6,7.4,6.2,13.6,3.8,4.6,0.9,5.0,5.9,7.7,2.2,0.3,4.0,3.4,23.8,0.7744018
Jason Terry,2005,81,57,2401,8.0,16.0,2.2,5.3,5.8,10.7,3.1,3.7,0.8,3.2,4.1,9.3,2.4,0.3,3.2,3.8,21.4,0.7744018
Jason Terry,2006,81,80,2798,10.1,21.5,3.3,8.1,6.7,13.4,3.3,4.1,0.6,2.5,3.1,6.0,2.0,0.5,2.6,3.8,26.8,0.7744018
Jason Terry,2007,81,80,2846,9.7,20.0,3.1,7.0,6.6,13.1,3.0,3.7,0.8,3.6,4.4,7.9,1.5,0.3,2.9,3.2,25.4,0.7744018
Jason Terry,2008,81,34,2579,9.7,20.8,2.8,7.5,6.9,13.3,3.9,4.6,0.6,3.7,4.3,5.4,1.8,0.4,1.9,3.5,26.2,0.7744018
Jason Terry,2009,82,11,2491,11.4,24.6,3.5,9.6,7.9,15.0,4.2,4.7,0.8,2.9,3.7,5.3,2.0,0.4,2.5,3.0,30.5,0.7744018
Jason Terry,2010,74,12,2540,9.3,21.3,2.8,7.6,6.5,13.6,4.7,5.5,0.4,2.5,2.9,6.0,1.9,0.3,2.2,2.9,26.2,0.7744018
Jason Terry,2011,72,10,2564,10.1,22.4,2.6,7.2,7.5,15.2,3.7,4.4,0.5,2.6,3.1,6.8,1.9,0.3,3.4,2.9,26.5,0.7744018
Jason Terry,2012,71,1,2000,9.4,21.8,3.6,9.6,5.7,12.2,2.6,2.9,0.4,3.5,3.9,5.9,1.9,0.3,3.3,1.8,24.9,0.7744018
Jason Terry,2013,58,24,2124,6.9,16.0,3.0,8.2,3.9,7.8,2.8,3.2,0.5,3.4,3.9,4.9,1.6,0.3,2.5,2.7,19.7,0.7744018
Jason Terry,2014,63,0,570,5.1,14.0,3.6,9.5,1.5,4.5,0.9,1.4,0.4,3.0,3.4,5.2,1.2,0.0,2.5,4.4,14.6,0.7744018
Jason Terry,2015,37,18,1641,5.7,13.5,3.8,9.8,1.9,3.7,1.2,1.5,0.5,3.2,3.7,4.5,2.0,0.6,2.2,3.5,16.4,0.7744018
Jason Terry,2016,55,7,1258,5.9,14.7,3.6,10.2,2.3,4.5,1.1,1.3,0.5,2.5,3.1,4.0,1.8,0.4,1.9,3.6,16.5,0.7744018
Jason Terry,2017,49,0,1365,3.9,9.0,2.7,6.4,1.2,2.7,0.9,1.1,0.6,3.4,3.9,3.6,1.7,0.7,1.3,3.5,11.4,0.7744018
Jason Terry,2018,47,4,814,3.6,9.4,2.5,7.0,1.2,2.4,0.5,0.6,0.3,2.6,2.9,3.6,2.6,0.8,1.5,3.2,10.2,0.7744018
Jason Thompson,2009,41,56,2303,7.9,15.9,0.0,0.2,7.9,15.7,4.4,6.3,5.2,8.2,13.4,2.1,1.0,1.3,3.2,6.9,20.1,0.7744018
Jason Thompson,2010,68,58,2357,8.0,17.0,0.0,0.2,8.0,16.8,4.3,6.0,4.9,8.9,13.8,2.7,0.9,1.6,3.0,6.0,20.3,0.7744018
Jason Thompson,2011,68,39,1748,7.8,15.4,0.0,0.1,7.8,15.3,3.5,5.8,4.2,8.9,13.1,2.5,0.8,1.3,2.9,6.1,19.1,0.7744018
Jason Thompson,2012,71,47,1657,7.3,13.6,0.0,0.1,7.3,13.5,3.3,5.5,5.1,8.5,13.6,2.4,1.3,1.3,2.1,4.6,17.8,0.7744018
Jason Thompson,2013,69,81,2285,8.4,16.7,0.0,0.1,8.4,16.6,3.2,4.6,3.9,8.5,12.3,1.9,1.1,1.4,2.3,5.1,20.0,0.7744018
Jason Thompson,2014,82,61,2007,6.4,12.6,0.0,0.0,6.4,12.6,2.1,3.7,3.9,9.5,13.4,1.3,0.8,1.4,2.4,6.4,14.9,0.7744018
Jason Thompson,2015,82,63,1991,5.1,10.8,0.0,0.0,5.1,10.8,2.3,3.6,3.5,9.9,13.4,2.1,0.8,1.4,2.1,6.0,12.4,0.7744018
Jason Thompson,2016,81,7,471,5.6,11.5,0.5,1.6,5.0,9.9,4.1,5.8,3.4,10.9,14.3,3.1,1.3,2.1,1.6,8.6,15.7,0.7744018
Jason Williams,1999,54,50,1805,6.4,17.1,2.8,8.9,3.6,8.1,2.2,2.9,0.4,3.9,4.2,8.3,2.6,0.0,4.0,2.5,17.8,0.7744018
Jason Williams,2000,55,81,2760,6.4,17.0,2.5,8.8,3.8,8.2,2.2,3.0,0.4,3.6,4.0,10.3,2.0,0.1,5.2,2.5,17.5,0.7744018
Jason Williams,2001,74,77,2290,6.2,15.3,2.2,6.9,4.1,8.4,1.3,1.7,0.4,3.7,4.1,9.2,2.1,0.2,3.6,2.5,16.0,0.7744018
Jason Williams,2002,76,65,2236,8.9,23.2,3.0,10.1,5.9,13.1,1.9,2.4,0.5,4.1,4.6,12.2,2.6,0.2,5.0,2.4,22.6,0.7744018
Jason Williams,2003,73,76,2407,7.2,18.5,3.1,8.7,4.1,9.8,2.4,2.8,0.5,4.0,4.6,13.6,2.0,0.2,3.6,2.8,19.8,0.7744018
Jason Williams,2004,79,68,2115,7.2,17.7,3.0,9.0,4.2,8.7,2.0,2.4,0.6,3.0,3.7,12.2,2.3,0.1,3.4,2.4,19.4,0.7744018
Jason Williams,2005,77,68,1952,7.4,17.9,3.0,9.2,4.4,8.7,2.2,2.8,0.5,2.9,3.4,11.1,2.1,0.1,3.6,2.5,20.0,0.7744018
Jason Williams,2006,76,56,1874,7.5,16.9,3.0,8.1,4.5,8.9,2.4,2.7,0.2,3.7,3.9,8.0,1.5,0.1,2.8,2.8,20.4,0.7744018
Jason Williams,2007,70,55,1865,6.7,16.3,2.9,8.4,3.9,7.8,2.7,2.9,0.5,3.5,4.0,9.2,1.7,0.0,2.9,1.9,19.0,0.7744018
Jason Williams,2008,68,53,1886,6.0,15.5,2.7,7.8,3.2,7.8,1.9,2.3,0.3,3.3,3.7,8.7,2.3,0.1,2.6,2.6,16.6,0.7744018
Jason Williams,2010,61,18,1703,5.8,13.0,2.6,6.8,3.2,6.3,0.9,1.3,0.2,3.6,3.9,9.1,1.6,0.1,2.7,2.0,15.1,0.7744018
Javonte Green,2020,75,2,468,6.5,13.0,0.9,3.4,5.6,9.6,2.9,4.3,2.5,7.1,9.6,2.7,2.5,0.8,2.4,4.4,16.8,0.7744018
Javonte Green,2021,65,2,473,5.5,10.5,1.0,3.1,4.4,7.4,3.1,4.1,2.7,4.6,7.3,1.8,2.9,0.6,2.0,4.6,15.0,0.7744018
Javonte Green,2022,61,45,1519,5.7,10.4,1.2,3.2,4.5,7.2,2.6,3.1,2.9,5.9,8.9,1.9,2.2,1.0,1.0,4.2,15.0,0.7744018
Javonte Green,2023,73,1,480,6.2,11.0,1.3,3.6,4.9,7.4,3.0,4.6,2.7,6.2,8.9,2.3,2.4,2.1,2.0,5.3,16.7,0.7744018
Jaxson Hayes,2020,6,14,1080,7.5,11.1,0.0,0.2,7.4,10.9,5.3,8.1,4.2,6.9,11.1,2.4,1.1,2.4,2.3,6.9,20.2,0.7744018
Jaxson Hayes,2021,39,3,964,8.7,13.9,0.3,0.7,8.4,13.2,4.6,6.0,4.6,8.2,12.8,1.7,1.2,1.9,1.9,5.0,22.3,0.7744018
Jaxson Hayes,2022,43,28,1398,8.7,14.1,0.7,2.0,7.9,12.0,5.1,6.6,4.1,7.1,11.1,1.5,1.2,1.9,1.9,5.5,23.1,0.7744018
Jaxson Hayes,2023,55,2,610,6.8,12.4,0.2,2.3,6.6,10.1,4.6,6.6,3.1,7.4,10.5,2.7,1.6,1.5,2.5,5.3,18.5,0.7744018
Jaxson Hayes,2024,50,5,877,6.8,9.5,0.0,0.4,6.8,9.1,2.8,4.4,3.7,7.7,11.4,1.8,1.8,1.6,2.3,6.7,16.4,0.7744018
Jaylen Brown,2017,14,20,1341,7.1,15.6,1.7,5.0,5.4,10.6,3.1,4.6,1.7,6.5,8.1,2.4,1.3,0.7,2.5,5.3,19.0,0.7744018
Jaylen Brown,2018,52,70,2152,8.7,18.6,2.8,7.1,5.9,11.5,3.5,5.4,1.5,6.5,8.0,2.6,1.6,0.6,2.9,4.2,23.6,0.7744018
Jaylen Brown,2019,55,25,1913,9.3,20.0,2.4,7.0,6.9,13.1,3.4,5.1,1.6,6.3,7.9,2.5,1.7,0.8,2.5,4.7,24.4,0.7744018
Jaylen Brown,2020,64,57,1934,10.7,22.1,3.2,8.4,7.4,13.7,4.4,6.1,1.5,7.5,9.1,2.9,1.6,0.5,3.1,4.2,28.9,0.7744018
Jaylen Brown,2021,59,58,1999,13.1,27.2,4.0,10.0,9.2,17.1,4.7,6.1,1.7,6.7,8.5,4.8,1.8,0.8,3.9,4.1,34.9,0.7744018
Jaylen Brown,2022,63,66,2220,12.9,27.2,3.7,10.4,9.2,16.9,5.4,7.1,1.2,7.9,9.0,5.2,1.6,0.4,4.0,3.6,34.9,0.7744018
Jaylen Brown,2023,70,67,2405,13.8,28.0,3.3,9.9,10.5,18.2,5.3,7.0,1.6,7.7,9.3,4.7,1.5,0.5,4.0,3.5,36.2,0.7744018
Jaylen Brown,2024,74,70,2343,13.2,26.5,3.1,8.6,10.2,17.8,4.4,6.3,1.8,6.4,8.2,5.3,1.8,0.8,3.5,3.9,34.0,0.7744018
Jayson Tatum,2018,5,80,2443,8.1,17.1,2.1,5.0,6.0,12.1,4.4,5.3,1.0,7.2,8.2,2.6,1.7,1.2,2.3,3.5,22.7,0.7744018
Jayson Tatum,2019,47,79,2455,9.2,20.4,2.3,6.1,6.9,14.3,3.8,4.5,1.4,8.0,9.4,3.3,1.7,1.1,2.4,3.3,24.5,0.7744018
Jayson Tatum,2020,53,66,2265,11.8,26.1,4.0,10.0,7.7,16.1,5.4,6.7,1.4,8.4,9.8,4.3,2.0,1.2,3.3,2.9,33.0,0.7744018
Jayson Tatum,2021,53,64,2290,12.9,28.1,4.0,10.3,8.9,17.8,6.3,7.3,1.1,9.0,10.1,5.9,1.6,0.7,3.6,2.6,36.1,0.7744018
Jayson Tatum,2022,59,76,2731,12.9,28.5,4.2,11.8,8.7,16.6,7.3,8.5,1.5,9.5,11.1,6.1,1.4,0.9,3.9,3.2,37.2,0.7744018
Jayson Tatum,2023,68,74,2732,13.0,27.8,4.3,12.2,8.7,15.6,9.5,11.1,1.4,10.2,11.6,6.1,1.4,0.9,3.8,2.9,39.7,0.7744018
Jayson Tatum,2024,71,74,2645,12.6,26.6,4.3,11.4,8.3,15.3,7.7,9.3,1.3,10.0,11.2,6.8,1.4,0.8,3.5,2.7,37.1,0.7744018
Jeff Ayres,2010,41,4,405,5.8,8.8,0.0,0.0,5.8,8.8,2.4,2.7,3.4,9.9,13.2,0.1,0.9,2.2,1.6,10.3,14.0,0.7744018
Jeff Ayres,2013,68,0,369,8.8,18.2,0.3,0.6,8.5,17.6,3.0,3.3,4.2,10.8,15.0,2.2,0.9,1.7,3.3,6.3,20.9,0.7744018
Jeff Ayres,2014,56,10,952,5.4,9.2,0.0,0.0,5.4,9.2,2.0,2.9,4.7,9.0,13.7,3.2,0.7,1.3,3.3,7.8,12.7,0.7744018
Jeff Ayres,2015,77,0,383,7.4,12.7,0.0,0.0,7.4,12.7,3.6,4.8,4.9,10.7,15.6,1.9,1.1,1.1,3.5,8.0,18.3,0.7744018
Jeff Foster,2001,61,9,1152,4.7,9.9,0.1,0.3,4.6,9.6,2.2,4.2,6.7,11.4,18.1,1.5,1.8,1.3,2.4,7.1,11.6,0.7744018
Jeff Foster,2002,69,48,1786,5.2,11.5,0.1,0.4,5.1,11.1,3.2,5.3,6.0,10.2,16.3,2.0,2.1,1.1,2.3,6.8,13.7,0.7744018
Jeff Foster,2003,78,2,802,4.2,11.6,0.0,0.1,4.2,11.5,2.2,4.1,7.7,10.5,18.2,3.3,1.8,1.4,2.2,6.7,10.6,0.7744018
Jeff Foster,2004,79,79,1961,5.5,10.1,0.0,0.1,5.5,10.0,2.9,4.3,6.9,10.1,17.1,1.8,2.0,0.8,1.7,5.3,13.9,0.7744018
Jeff Foster,2005,82,43,1594,5.8,11.2,0.0,0.2,5.8,11.0,3.1,4.9,7.1,11.9,19.0,1.5,1.6,0.4,1.9,6.4,14.7,0.7744018
Jeff Foster,2006,71,37,1581,4.7,8.5,0.0,0.1,4.7,8.3,3.3,5.4,7.6,11.9,19.4,1.7,1.4,0.9,2.2,6.5,12.6,0.7744018
Jeff Foster,2007,72,43,1740,3.6,7.8,0.0,0.0,3.6,7.7,2.3,3.6,7.5,10.6,18.2,1.7,1.9,1.1,2.1,6.0,9.6,0.7744018
Jeff Foster,2008,78,52,1884,5.3,9.7,0.0,0.1,5.3,9.7,2.2,3.8,6.9,10.5,17.4,3.4,1.5,0.8,1.6,5.8,12.9,0.7744018
Jeff Foster,2009,76,26,1828,4.8,9.6,0.1,0.2,4.8,9.4,2.6,4.0,5.9,8.0,13.8,3.5,1.4,1.3,2.4,6.2,12.3,0.7744018
Jeff Foster,2011,61,3,940,4.3,9.0,0.0,0.2,4.3,8.8,1.5,2.6,8.6,10.2,18.9,2.5,1.3,1.7,1.4,6.8,10.1,0.7744018
Jeff Green,2008,26,52,2253,7.1,16.6,0.5,1.7,6.6,14.9,3.9,5.3,2.2,6.1,8.4,2.6,1.0,1.1,3.5,4.4,18.5,0.7744018
Jeff Green,2009,60,78,2873,8.5,19.1,1.7,4.4,6.8,14.7,4.3,5.5,2.1,7.1,9.3,2.8,1.4,0.6,3.1,3.6,23.0,0.7744018
Jeff Green,2010,66,82,3043,8.2,18.1,1.8,5.3,6.5,12.8,2.8,3.8,1.9,6.4,8.3,2.3,1.8,1.2,2.3,3.7,21.0,0.7744018
Jeff Green,2011,71,51,2427,7.9,17.6,1.4,4.5,6.5,13.1,4.3,5.2,1.6,6.2,7.7,2.3,1.1,0.8,2.1,4.5,21.4,0.7744018
Jeff Green,2013,75,17,2252,8.7,18.7,1.6,4.2,7.1,14.5,5.0,6.2,1.3,6.1,7.4,3.0,1.3,1.6,3.1,4.1,24.1,0.7744018
Jeff Green,2014,81,82,2805,8.8,21.5,2.5,7.3,6.4,14.2,5.2,6.5,1.0,6.0,7.0,2.5,1.0,0.9,3.0,3.3,25.3,0.7744018
Jeff Green,2015,82,70,2454,8.7,20.2,2.0,6.1,6.7,14.1,5.0,6.0,1.3,5.5,6.8,2.8,1.1,0.7,2.3,3.1,24.4,0.7744018
Jeff Green,2016,80,41,2253,8.0,18.7,1.5,4.8,6.5,13.8,3.7,5.0,1.7,5.8,7.5,3.1,1.3,0.9,2.1,3.7,21.3,0.7744018
Jeff Green,2017,81,11,1534,7.1,18.0,1.7,6.2,5.4,11.8,4.7,5.4,1.3,5.7,6.9,2.6,1.2,0.4,2.4,3.3,20.6,0.7744018
Jeff Green,2018,75,14,1828,7.9,16.6,1.4,4.6,6.5,12.0,5.4,6.3,1.6,5.0,6.6,2.7,1.1,0.9,2.0,4.0,22.7,0.7744018
Jeff Green,2019,76,44,2097,7.4,15.5,2.5,7.2,4.9,8.3,4.1,4.7,1.3,5.7,7.0,3.1,1.0,0.9,2.3,3.6,21.4,0.7744018
Jeff Green,2020,72,4,960,7.9,17.1,3.1,9.1,4.8,8.0,3.6,4.5,1.2,5.4,6.6,2.5,1.3,0.9,2.1,4.4,22.5,0.7744018
Jeff Green,2021,54,38,1835,6.9,13.9,2.7,6.6,4.2,7.4,3.3,4.2,0.9,6.0,6.9,2.8,0.9,0.7,1.4,3.2,19.7,0.7744018
Jeff Green,2022,61,63,1849,7.3,14.0,1.4,4.5,5.9,9.6,4.4,5.3,1.1,5.0,6.1,2.5,0.7,0.7,1.9,4.0,20.5,0.7744018
Jeff Green,2023,61,4,1091,7.2,14.7,1.3,4.7,5.8,10.0,3.9,5.2,1.7,4.8,6.5,3.1,0.8,0.8,2.1,4.4,19.6,0.7744018
Jeff Green,2024,48,6,1307,6.2,13.6,2.0,5.9,4.2,7.6,4.5,5.5,1.7,4.9,6.6,2.6,0.6,1.2,1.7,3.7,18.9,0.7744018
Jeff McInnis,1999,61,6,427,6.3,16.8,1.1,4.4,5.1,12.4,2.6,3.5,1.1,1.5,2.6,9.1,2.4,0.1,3.8,4.5,16.3,0.7744018
Jeff McInnis,2001,75,81,2831,8.2,17.6,1.0,2.7,7.2,14.9,2.5,3.0,0.8,3.4,4.2,8.5,1.4,0.1,2.1,3.8,19.8,0.7744018
